word,label,y
경건한,positive,1
경험이 많고,positive,1
고상하고,positive,1
고상한 남자,positive,1
고상한 이야기,positive,1
고요하게,positive,1
고요하게 함,positive,1
고요하고,positive,1
고요함,positive,1
고요해짐,positive,1
고쳐,positive,1
고쳐 세우다,positive,1
고쳐 지음,positive,1
고쳐 짓다,positive,1
고치다,positive,1
곧게,positive,1
곧게 되다,positive,1
곧고,positive,1
곧고 올바름,positive,1
곧다,positive,1
곧장 나아가다,positive,1
곳에서 평안히,positive,1
공덕이 있는,positive,1
공로에,positive,1
공로와,positive,1
공로와 업적,positive,1
공손하다,positive,1
공정한,positive,1
공평하다,positive,1
공평하여,positive,1
공평하여 어느,positive,1
공평함,positive,1
관계가 맺어지다,positive,1
관계를 맺다,positive,1
관광할 만한,positive,1
관능적이다,positive,1
관심을 가짐,positive,1
관심을 기울이다,positive,1
관심이 있다,positive,1
관심이나,positive,1
관심이나 흥미,positive,1
괜찮거나,positive,1
괜찮고,positive,1
괜찮다,positive,1
괴로움을 없애,positive,1
괴롭지 아니하여,positive,1
교묘하게,positive,1
교양,positive,1
교양과,positive,1
교양이 있다,positive,1
교양이 있어,positive,1
교육적인,positive,1
교통을 허락하다,positive,1
교통이 허락되다,positive,1
교화하고,positive,1
교훈,positive,1
구경하며 즐기다,positive,1
구구함이나 연연함이 없다,positive,1
구김살 없이,positive,1
구김살이 없다,positive,1
구김살이 없이,positive,1
구성지고,positive,1
구원하다,positive,1
구원한,positive,1
구원한 일,positive,1
구제함,positive,1
구차하지 않다,positive,1
군소리 없이,positive,1
굳게,positive,1
굳게 맹세하다,positive,1
굳게 믿다,positive,1
굳고 행실이,positive,1
굴복하지 않고,positive,1
굽히지 아니하고,positive,1
궐기할,positive,1
궐기할 것을,positive,1
귀염을 받는,positive,1
귀하게 되어,positive,1
귀하게 될,positive,1
규모가 크고,positive,1
그러하다,positive,1
그럴듯하다,positive,1
그럴싸하다,positive,1
그렇게 되리라는,positive,1
그렇게 인정받는,positive,1
그리운,positive,1
그리운 마음이,positive,1
그리움,positive,1
그리웁다,positive,1
그리워지다,positive,1
그리워하거나,positive,1
그리워하거나 좋아하는,positive,1
그리워하거나 좋아하다,positive,1
그리워하다,positive,1
그리워함,positive,1
그립다,positive,1
그윽하고,positive,1
그윽하고 평온하다,positive,1
극락,positive,1
극복하고,positive,1
극복하다,positive,1
근본에 맞는,positive,1
긍정,positive,1
긍정적,positive,1
기대,positive,1
기대가,positive,1
기대가 가득하다,positive,1
기대된다,positive,1
기대를 받다,positive,1
기대하다,positive,1
기름진 땅,positive,1
기리어,positive,1
기막히다,positive,1
기모띠,positive,1
기반이 튼튼하게,positive,1
기반이 튼튼하다,positive,1
기부하다,positive,1
기예에 통달하여,positive,1
기풍,positive,1
긴장을 해소하려,positive,1
길미,positive,1
길을 찾아내다,positive,1
깊고 중대한,positive,1
깊은 이치나,positive,1
깊이 있고,positive,1
까다롭지 아니하다,positive,1
깜찍하게,positive,1
깜찍하게 까딱거리는,positive,1
깜찍하게 생긴,positive,1
깜찍하고,positive,1
깜찍하고 트인,positive,1
깜찍하다,positive,1
깜찍하면서도,positive,1
깨끗이,positive,1
깨끗이 하다,positive,1
깨끗이 함,positive,1
깨끗하게,positive,1
깨끗하게 다듬고,positive,1
깨끗하게 하다,positive,1
깨끗하고 깔끔한,positive,1
깨끗하고 순진하게,positive,1
깨끗한 사람,positive,1
깨닫거나,positive,1
깨닫게,positive,1
깨닫게 하거나,positive,1
깨닫고자,positive,1
깨닫는,positive,1
깨닫는 경지에,positive,1
깨닫다,positive,1
깨달아,positive,1
깨달아 알게,positive,1
깨달아 알다,positive,1
깨달아 얻음,positive,1
깨달은 상태,positive,1
깨달음,positive,1
깨달음을,positive,1
깨달음을 얻고,positive,1
깨달음의,positive,1
깨달음의 지혜이다,positive,1
깨알같다,positive,1
깨우쳐,positive,1
깨우쳐 주고,positive,1
꼭 맞다,positive,1
꼭 알맞다,positive,1
꼼꼼하게,positive,1
꼼꼼하게 자세히,positive,1
꼼꼼하고,positive,1
꼼꼼하다,positive,1
꼿꼿하며,positive,1
꾸민,positive,1
꾸밈을 화려하게,positive,1
꾸밈이 없음,positive,1
꾸밈이 없이,positive,1
꾸준하게,positive,1
꾸준하게 일하거나,positive,1
꾸준하게 행동하다,positive,1
꿀잼,positive,1
꿋꿋하다,positive,1
꿋꿋한,positive,1
꿋꿋한 모양,positive,1
끈기,positive,1
끌다,positive,1
끌리도록,positive,1
끝까지 변함없이,positive,1
ㄳ,positive,1
나긋나긋이,positive,1
나쁘지 않고,positive,1
나서는 힘,positive,1
나아가게,positive,1
나아가게 하다,positive,1
나아지게,positive,1
난리나다,positive,1
날뛰다,positive,1
날뜀,positive,1
날씬하다,positive,1
날씬한,positive,1
남달리,positive,1
남보다 높은,positive,1
남보다 앞서서,positive,1
남을 대접하는,positive,1
남을 도와주다,positive,1
남을 웃기는,positive,1
남을 웃기려고,positive,1
남을 이해하고,positive,1
낫게 하다,positive,1
낫다,positive,1
낭만,positive,1
낭만적인,positive,1
내색 없이,positive,1
내용으로 익살스럽게,positive,1
너그러운 데가,positive,1
넉넉하거나 많다,positive,1
넉넉하게,positive,1
넉넉하고,positive,1
넉넉하고 많은,positive,1
넉넉하고 많음,positive,1
넉넉하고 윤택하게,positive,1
넉넉하고 푸지다,positive,1
넉넉하다,positive,1
넉넉하여,positive,1
넉넉한,positive,1
넉살 좋게,positive,1
넋을 잃다,positive,1
넌덕스러운,positive,1
넌덕스러운 말로,positive,1
널리 알려지다,positive,1
널리 알려진,positive,1
널리 전하여,positive,1
넘기기 좋게,positive,1
넘사,positive,1
넘사벽,positive,1
노는 짓을,positive,1
노력이나,positive,1
노력하는,positive,1
노력하다,positive,1
노련하고,positive,1
논리적,positive,1
놀다,positive,1
놀랍다,positive,1
높거나,positive,1
높거나 가치가,positive,1
높고,positive,1
높다,positive,1
높여 부르는,positive,1
높여 이르는,positive,1
높은,positive,1
높은 경지로,positive,1
높은 경지에,positive,1
높은 등급으로,positive,1
높이 받들다,positive,1
높이 받듦,positive,1
높이다,positive,1
누그러지거나 부드러운,positive,1
누그러지거나 부드럽다,positive,1
누그럽거나 부드러운,positive,1
누그럽거나 부드럽다,positive,1
누리게 하다,positive,1
눈매가 또렷하다,positive,1
눈매가 뚜렷하다,positive,1
눈빛이 반짝이다,positive,1
눈앞에 생생하게,positive,1
눈에 뛸,positive,1
눈이 부시어,positive,1
눈치가 빠르거나,positive,1
뉘우치고,positive,1
뉘우치고 고침,positive,1
뉘우치고 바로잡아,positive,1
느낌이 깨끗하고,positive,1
느낌이 부드럽게,positive,1
느낌이 시원하고,positive,1
늘씬한,positive,1
늘씬한 모양,positive,1
능글능글한,positive,1
능글능글한 모양,positive,1
능글맞게 하다,positive,1
능력,positive,1
능력을 믿고,positive,1
다독거리다,positive,1
다독다독,positive,1
다독다독하다,positive,1
다루기에 손쉽게,positive,1
다시 살아나거나,positive,1
다시 성해지다,positive,1
다시 친숙해지다,positive,1
다시 평안하다,positive,1
다양하다,positive,1
다채롭다,positive,1
다하여 싸우다,positive,1
다행스럽다,positive,1
단단하게,positive,1
단단하고,positive,1
단단하고 굳세거나,positive,1
단단하고 굳세다,positive,1
단단히 가다듬다,positive,1
단련되고,positive,1
단련되고 굳세어지다,positive,1
단련되다,positive,1
달거나,positive,1
달거나 달콤하다,positive,1
달달하다,positive,1
달뜬,positive,1
달뜬 느낌,positive,1
달뜬 상태이다,positive,1
달뜸,positive,1
달래는 모양,positive,1
달래다,positive,1
달래어 편하게,positive,1
달성감,positive,1
달성하다,positive,1
달성한,positive,1
달콤하고,positive,1
달콤하고 정다운,positive,1
달콤하다,positive,1
달콤한,positive,1
달콤한 느낌,positive,1
달콤한 말,positive,1
담력과 지혜를,positive,1
당당하게,positive,1
당당하게 말하다,positive,1
당당하고,positive,1
당당하고 떳떳하게,positive,1
당당하다,positive,1
대가,positive,1
대가 없이 내놓다,positive,1
대견하고,positive,1
대담하고,positive,1
대담하고 시원스럽게,positive,1
대상,positive,1
대상을 아끼고,positive,1
대상이 시원스럽도록,positive,1
대열을 깨끗이,positive,1
대접,positive,1
대접하기,positive,1
대접하는,positive,1
대접하는 일,positive,1
대접함,positive,1
대할 만하게,positive,1
대할 만하다,positive,1
더 높거나,positive,1
더 높은,positive,1
더러움을 씻고,positive,1
더없이,positive,1
더욱 든든하고,positive,1
더하다,positive,1
더할 나위 없이,positive,1
더할 바 없이,positive,1
더할 수 없이,positive,1
덕망을 갖춘,positive,1
도덕적 기준에,positive,1
도리,positive,1
도리를 깨닫는,positive,1
도와서 이루어지도록,positive,1
도와주다,positive,1
도움,positive,1
도움을 얻다,positive,1
독보적,positive,1
독특하다,positive,1
돈이 많음,positive,1
돋는다,positive,1
돋보이다,positive,1
돋우다,positive,1
동기 부여하다,positive,1
동기를 부여하다,positive,1
동기부여하다,positive,1
동의?어보감,positive,1
되찾는,positive,1
되찾는 일,positive,1
두근거리다,positive,1
두드러지다,positive,1
두드러진 보람,positive,1
두려워하지 아니하다,positive,1
두려워하지 아니함,positive,1
두텁다,positive,1
드높은,positive,1
드높은 모양,positive,1
들뜬,positive,1
들뜬 상태에,positive,1
들먹이며 우쭐하다,positive,1
들먹이며 우쭐해하다,positive,1
듯이 날뛰다,positive,1
듯이 날뜀,positive,1
따름,positive,1
따위가 왕성하다,positive,1
딸바보,positive,1
때를 없애다,positive,1
때를 없앰,positive,1
떳떳하게,positive,1
또는 순수하게,positive,1
또렷또렷,positive,1
또렷또렷하다,positive,1
또렷또렷한,positive,1
또렷이,positive,1
또렷하게 하다,positive,1
또렷하다,positive,1
또렷한,positive,1
또렷한 상태로,positive,1
또박또박하게,positive,1
또박또박하게 하는,positive,1
또박또박하게 하다,positive,1
뚜렷하게,positive,1
뚜렷하고,positive,1
뚜렷하고 크다,positive,1
뚜렷하다,positive,1
뚜렷하여,positive,1
뚫고 지나가다,positive,1
뚫어트리다,positive,1
뛰어넘다,positive,1
뜨뜻하고,positive,1
뜻이 있거나,positive,1
뜻한 바를 굽히지 않고 밀고 나아가는 힘이 있다,positive,1
로맨티시즘,positive,1
리즈시절,positive,1
마땅하고 좋게,positive,1
마음속에 간직하다,positive,1
마음씨가 곱고,positive,1
마음씨가 맑고,positive,1
마음에 간직하다,positive,1
마음을 가라앉히고,positive,1
마음을 깨끗이,positive,1
마음을 받아들이다,positive,1
마음을 베풀거나,positive,1
마음을 써서,positive,1
마음을 털어놓고,positive,1
마음을 홀리는,positive,1
마음이 간절하다,positive,1
마음이 생기다,positive,1
마음이 신령하다,positive,1
마음이 신령하여,positive,1
마음이 움직이다,positive,1
마음이 움직임,positive,1
마음이 진정되어,positive,1
마음이 풀리어,positive,1
마음이 흡족하여,positive,1
마초맨,positive,1
많음,positive,1
많이 잡다,positive,1
많이 잡혔음을,positive,1
많이 잡히는,positive,1
말똥말똥,positive,1
말똥말똥 쳐다보다,positive,1
말할 수 없을 만큼,positive,1
맛깔나다,positive,1
맛이 달거나,positive,1
맛있는 음식,positive,1
망상과 잡념을 없애고,positive,1
맞고 순순히,positive,1
맞추어,positive,1
맞추어 나가다,positive,1
매끄러운,positive,1
매끄러운 모양,positive,1
매끄러워서,positive,1
매끄럽고,positive,1
매끄럽다,positive,1
매끈둥대다,positive,1
매끈하게,positive,1
매력에,positive,1
매력적인,positive,1
매료되어,positive,1
매료되어 취하다,positive,1
매우 고분고분하고,positive,1
매우 그럴싸하다,positive,1
매우 능글능글한,positive,1
매우 뜨뜻하고,positive,1
매우 매끄럽다,positive,1
매우 매끈하게,positive,1
매우 미끄러운,positive,1
매우 미끄럽다,positive,1
매우 뽀얀,positive,1
매우 생기가,positive,1
매우 앙큼하다,positive,1
매우 훌륭한,positive,1
맹세하다,positive,1
먹음새가 좋아서,positive,1
멀쑥하게,positive,1
멀쑥하다,positive,1
멀쑥한,positive,1
멀쑥한 모양,positive,1
멀쩡하다,positive,1
멋들어지게 부드럽고,positive,1
멋진,positive,1
명복을 빌고,positive,1
명복을 빌다,positive,1
명예롭다,positive,1
명쾌한,positive,1
명쾌함,positive,1
모순을 초월한,positive,1
모양이 꼼꼼하고,positive,1
모자람이 없을,positive,1
모자람이 없이,positive,1
몸가짐이 의젓하고,positive,1
몸보신하다,positive,1
몸을 깜찍하게,positive,1
몸을 단련하거나,positive,1
몸을 보하는,positive,1
몸을 조리함,positive,1
몸짱,positive,1
몹시 끌리도록,positive,1
무게 있게,positive,1
무게가 있게,positive,1
무게가 있는,positive,1
무게가 있다,positive,1
무궁무진하다,positive,1
무량한 마음을,positive,1
무료로,positive,1
무르고 부드러운,positive,1
무르고 부드럽다,positive,1
무사히,positive,1
무엇을 바라거나,positive,1
무엇을 융통하거나,positive,1
무용적 조화와,positive,1
무편무당하다,positive,1
무해한,positive,1
문체가 화려하게,positive,1
물이 맑고,positive,1
물이 오르다,positive,1
물정에 밝은,positive,1
뭇사람을 구제함,positive,1
므흣하다,positive,1
미끄러운,positive,1
미끄러운 모양,positive,1
미끈하다,positive,1
미루지 않고,positive,1
미묘하여,positive,1
미세함,positive,1
미소를 보냄을,positive,1
믿고,positive,1
믿고 의지하다,positive,1
믿다,positive,1
믿을 수 없을 정도로,positive,1
믿음,positive,1
믿음을,positive,1
바라거나 의지하다,positive,1
바로잡다,positive,1
바로잡아 새로운,positive,1
바르게 고치다,positive,1
바르게 만들다,positive,1
바른 정치로,positive,1
반들반들,positive,1
반들반들 윤기가,positive,1
반들반들하다,positive,1
반듯하게,positive,1
반듯하고,positive,1
반성하고,positive,1
반하다,positive,1
반해버리다,positive,1
반했다,positive,1
받다,positive,1
발달된,positive,1
발달된 문명,positive,1
발달하게 되다,positive,1
발달하게 하다,positive,1
발라서,positive,1
발라서 흐뭇하다,positive,1
발전,positive,1
발전되도록,positive,1
발전시키는,positive,1
발전시키는 일,positive,1
발전이나,positive,1
발전하게 하다,positive,1
발전하는,positive,1
발전하다,positive,1
밝게 빛나거나,positive,1
밝고 선명한,positive,1
배우다,positive,1
배워지고 닦이다,positive,1
버프,positive,1
번듯이,positive,1
번듯하게,positive,1
번듯하고,positive,1
번듯하고 의젓한,positive,1
번하다,positive,1
벗,positive,1
벗어남이 없이,positive,1
베푸는,positive,1
베풀거나,positive,1
베풀다,positive,1
베풀어,positive,1
베풀어 주는,positive,1
베풀어 주다,positive,1
베풀어 줌,positive,1
베풀어서,positive,1
베풀어져,positive,1
베풀어져 주어지다,positive,1
베풀어지다,positive,1
변함없이,positive,1
병을 치료하다,positive,1
보고 싶어,positive,1
보고 싶어 하다,positive,1
보기도 괜찮고,positive,1
보기에 신묘하게,positive,1
보기에 어질고,positive,1
보답이,positive,1
보답하는,positive,1
보드라운,positive,1
보드라운 느낌이,positive,1
보드라운 모양,positive,1
보드랍게,positive,1
보드랍게 살그머니,positive,1
보드랍게 웃는,positive,1
보드랍고,positive,1
보드랍고 만만하다,positive,1
보드랍고 무르다,positive,1
보드랍고 무른,positive,1
보드랍고 순하게,positive,1
보드랍고 순한,positive,1
보드랍고 야들야들한,positive,1
보드랍고 연하게,positive,1
보드랍고 연하다,positive,1
보드랍고 연한,positive,1
보드랍고 탄력,positive,1
보드랍고 하늘하늘하다,positive,1
보드랍다,positive,1
보란 듯이,positive,1
보람,positive,1
보람이나,positive,1
보람이나 소득이,positive,1
보배,positive,1
보살의 지혜,positive,1
보살피거나,positive,1
보살피거나 수고하는,positive,1
보살피거나 위하는,positive,1
보살피다,positive,1
보송보송,positive,1
보송보송하다,positive,1
보충하다,positive,1
보탬이,positive,1
보탬이 되는,positive,1
보통 이상의,positive,1
보통 이상의 수준이어서,positive,1
보통 이상이다,positive,1
보호하여,positive,1
복리를,positive,1
복리를 가져오는,positive,1
본받을 만한,positive,1
볼매,positive,1
봄날의,positive,1
봄날의 경치에,positive,1
봄의 경치,positive,1
봄철의 빛,positive,1
부드러우며,positive,1
부드러우면서,positive,1
부드러우면서 아삭하다,positive,1
부드러운,positive,1
부드러운 느낌이,positive,1
부드러운 마음과,positive,1
부드러운 맛,positive,1
부드러운 모양,positive,1
부드러운 태도에서,positive,1
부드러워지게,positive,1
부드러워지게 하다,positive,1
부드럽게,positive,1
부드럽게 녹여,positive,1
부드럽게 퍼지다,positive,1
부드럽게 흔들리는,positive,1
부드럽고,positive,1
부드럽고 매끄러워서,positive,1
부드럽고 반드럽게,positive,1
부드럽고 반드럽다,positive,1
부드럽고 번드럽게,positive,1
부드럽고 번드럽다,positive,1
부드럽고 서정적인,positive,1
부드럽고 순하게,positive,1
부드럽고 순하다,positive,1
부드럽고 순한,positive,1
부드럽고 아삭아삭한,positive,1
부드럽고 연하게,positive,1
부드럽다,positive,1
부러운,positive,1
부러워함,positive,1
부자,positive,1
부족함이 없다,positive,1
부처의 지혜,positive,1
부처의 지혜가,positive,1
북받쳐 일어나다,positive,1
분명하게,positive,1
분명하게 짓다,positive,1
분명하고,positive,1
분명하고 또렷이,positive,1
분명하다,positive,1
분명한,positive,1
분명한 답을,positive,1
분명한 모양,positive,1
분발하도록 격려하다,positive,1
분위기가 점잖고,positive,1
분위기가 점잖고 엄숙하게,positive,1
분위기가 좋은,positive,1
분풀이하다,positive,1
분하고 원통한 마음을 풀어 버리다,positive,1
불만이 없어,positive,1
불편부당,positive,1
불편부당하다,positive,1
붙임성,positive,1
붙임성 있게,positive,1
비장의,positive,1
비장의 수,positive,1
비중이 있다,positive,1
빈틈없고,positive,1
빈틈없고 야무지다,positive,1
빙긋거리다,positive,1
빙긋대다,positive,1
빛,positive,1
빛나고,positive,1
빛나고 환하게,positive,1
빛나며,positive,1
빠르다,positive,1
뻑뻑하지 아니하게,positive,1
뽀록,positive,1
뽀얀,positive,1
뽀얀 모양,positive,1
뽐내는,positive,1
뽐내는 모양,positive,1
뽐내다,positive,1
뽐낼,positive,1
뽐낼 만한,positive,1
ㅅㅅ,positive,1
사건에 적극적으로,positive,1
사고가 없다,positive,1
사교적,positive,1
사교적이다,positive,1
사교적인,positive,1
사귀다,positive,1
사귀어,positive,1
사람다운,positive,1
사랑과,positive,1
사랑을,positive,1
사랑을 느낄,positive,1
사랑을 표현하는,positive,1
사랑이,positive,1
사랑하는 태도를,positive,1
사로잡다,positive,1
사리를 밝혀,positive,1
사리에 밝고,positive,1
사물에 밝은,positive,1
사뿐사뿐하다,positive,1
사뿐하다,positive,1
사사로움이 없다,positive,1
사사로움이 없음,positive,1
사심없는,positive,1
사회의 발전이나,positive,1
산 교훈,positive,1
산뜻하거나 뜨거우면서,positive,1
산뜻한,positive,1
살그머니,positive,1
살그머니 웃는,positive,1
살그머니 웃다,positive,1
살려 주다,positive,1
살빛이 희고,positive,1
살아나거나,positive,1
살아나거나 생겨나다,positive,1
상긋,positive,1
상긋거리다,positive,1
상긋방긋하다,positive,1
상긋상긋,positive,1
상긋하다,positive,1
상당하다고,positive,1
상당한,positive,1
상당한 수준이나,positive,1
상당한 지식과,positive,1
상대를 이기다,positive,1
상서로운,positive,1
상서로운 날,positive,1
상서롭다,positive,1
상승곡선,positive,1
상승세,positive,1
상승효과,positive,1
상큼하다,positive,1
상태를 유지함,positive,1
상하지 아니하고,positive,1
상향하다,positive,1
새로운,positive,1
새로운 길에,positive,1
새로워지다,positive,1
새롭게,positive,1
새롭게 고치다,positive,1
새실대다,positive,1
색감이 밝고,positive,1
색다른,positive,1
생각하고 그리워하다,positive,1
생각하고 그리워함,positive,1
생겨나다,positive,1
생글생글,positive,1
생글생글 웃으면서,positive,1
생긋,positive,1
생긋거리다,positive,1
생긋대다,positive,1
생긋방긋,positive,1
생긋방긋거리다,positive,1
생기 있게,positive,1
생기 있고,positive,1
생기 있는,positive,1
생기가,positive,1
생기가 있게,positive,1
생기가 있고,positive,1
생기가 있는,positive,1
생기가 있다,positive,1
생김새가 아담하고,positive,1
생동감이,positive,1
생생하게,positive,1
생생하게 보이는,positive,1
생생하고,positive,1
생생하고 산뜻하게,positive,1
생생하다,positive,1
생생한,positive,1
생생한 기운이,positive,1
생생히,positive,1
생활에 유용함을,positive,1
생활이 넉넉하여,positive,1
생활이 원만하고,positive,1
서늘하다,positive,1
서로 사귀며,positive,1
서로 친하다,positive,1
서로 협력함을,positive,1
서로 화답하며,positive,1
서정적인,positive,1
선뜻 행동하는,positive,1
선뜻 행동하다,positive,1
선량하다,positive,1
선량한,positive,1
선명하게,positive,1
선명하다,positive,1
선명하다는,positive,1
선명하다는 뜻으로,positive,1
선명한,positive,1
선선한,positive,1
선선한 느낌이,positive,1
선업을,positive,1
선전하다,positive,1
선진적인,positive,1
설레거나,positive,1
설레거나 움직이다,positive,1
설레게,positive,1
설레게 하는,positive,1
설레게 하다,positive,1
설레는,positive,1
설레는 모양,positive,1
설레다,positive,1
설레어,positive,1
설레이다,positive,1
섬세하게,positive,1
섬세하고,positive,1
성과가,positive,1
성과가 있을,positive,1
성교,positive,1
성교 하다,positive,1
성숙되다,positive,1
성숙하고,positive,1
성숙하고 발전하다,positive,1
성숙하다,positive,1
성의가,positive,1
성의를 보이거나,positive,1
성장되거나,positive,1
성장되거나 성숙되다,positive,1
성장되거나 성숙하다,positive,1
성적인 매력에,positive,1
성질이 보드라우면서,positive,1
성질이 부드러우면서,positive,1
성질이 부드럽고,positive,1
성하다,positive,1
성해지다,positive,1
세계를 동경하고,positive,1
세계적인,positive,1
세련미,positive,1
세운 공로에,positive,1
세일,positive,1
세일하다,positive,1
센셰이셔널,positive,1
소득,positive,1
소득이 있다,positive,1
소망,positive,1
소복하게,positive,1
소질과,positive,1
소탈하여,positive,1
속을 후련하게,positive,1
속죄,positive,1
손보아 고치다,positive,1
손으로 탐스럽게,positive,1
솟아나는,positive,1
솟아나는 모양,positive,1
수고하는,positive,1
수긍하다,positive,1
수령에게 기쁨을,positive,1
수수하다,positive,1
수습하는,positive,1
수습하는 모양,positive,1
수습하다,positive,1
수요가 늘어나다,positive,1
수익,positive,1
수익을,positive,1
수준을 뛰어넘어,positive,1
수준이 높고,positive,1
수행의 공덕을,positive,1
수혜,positive,1
수혜자,positive,1
숙련된,positive,1
순결무구하다,positive,1
순결한 사랑,positive,1
순박하게,positive,1
순서상으로 앞선,positive,1
순수하게,positive,1
순수하게 되게,positive,1
순수하게 되다,positive,1
순수하게 됨,positive,1
순수하고,positive,1
순수하다,positive,1
순수한,positive,1
순수한 애정이나,positive,1
순수화,positive,1
순수화하다,positive,1
순순하다,positive,1
순순히,positive,1
순정파,positive,1
순정하다,positive,1
순종하는,positive,1
순진하게,positive,1
순탄하게,positive,1
순탄하고,positive,1
순탄하고 원활하여,positive,1
순편하다,positive,1
순편히,positive,1
순하게,positive,1
순하게 되다,positive,1
순하다,positive,1
순한,positive,1
순한 모양,positive,1
숨김없이,positive,1
숨김없이 말하다,positive,1
숨김이 없이,positive,1
쉬면서,positive,1
쉬워지다,positive,1
쉴드,positive,1
쉽게,positive,1
쉽게 다루거나,positive,1
쉽게 다스리거나,positive,1
쉽게 풀이하다,positive,1
스스럼없이,positive,1
스스럼이 없다,positive,1
스스로 굳게,positive,1
스스로 나서다,positive,1
스스로 새로워지다,positive,1
스스로 처리하다,positive,1
스스로에게 긍지를,positive,1
슬쩍 웃다,positive,1
시선이 혹하여,positive,1
시원스럽게 빨리,positive,1
시원스럽고 말쑥하다,positive,1
시원하다,positive,1
시원하여,positive,1
시원하여 유쾌한,positive,1
시원한,positive,1
시원한 느낌이,positive,1
식견,positive,1
식견과 안목,positive,1
식견이 높고,positive,1
신기하다,positive,1
신령스러운,positive,1
신령스러운 기운이,positive,1
신령하다,positive,1
신령하여,positive,1
신뢰,positive,1
신뢰하다,positive,1
신뢰할 수 있는,positive,1
신뢰할 수 있음,positive,1
신묘하게,positive,1
신박하다,positive,1
신선하다,positive,1
신성한,positive,1
신중,positive,1
신중하다,positive,1
신중한,positive,1
신중한 언행이나,positive,1
신중히,positive,1
신컨,positive,1
신통하다,positive,1
실력을 기름,positive,1
실속,positive,1
실속이,positive,1
실용적,positive,1
실제로 이루다,positive,1
실제로 이루어지다,positive,1
실천적인,positive,1
심오한,positive,1
싱긋대다,positive,1
ㅆ,positive,1
싹싹한,positive,1
싹싹한 데가,positive,1
썸,positive,1
쓰기 좋게,positive,1
쓸 만하게,positive,1
쓸모 있게,positive,1
쓸모 있는,positive,1
씩씩하게,positive,1
씩씩하고,positive,1
씩씩하다,positive,1
씻어서 깨끗하게,positive,1
ㅇㅅㅇ,positive,1
ㅇㅈ,positive,1
ㅇㅋ,positive,1
ㅇㅎ,positive,1
아기자기하거나,positive,1
아기자기하거나 간드러진,positive,1
아기자기하게,positive,1
아기자기하게 즐겁고,positive,1
아끼고,positive,1
아끼다,positive,1
아끼어,positive,1
아끼어 친밀하게,positive,1
아낌없이,positive,1
아내를 아끼고,positive,1
아늑한,positive,1
아늑한 곳을,positive,1
아는 것이 깊고,positive,1
아는 벗,positive,1
아는 힘,positive,1
아니하고 들어맞다,positive,1
아담하고,positive,1
아담하고 깨끗한,positive,1
아담하고 말끔하게,positive,1
아담하고 말끔하다,positive,1
아담하고 말끔한,positive,1
아량을 베푸는,positive,1
아름다움을 요구한다,positive,1
아삭아삭한,positive,1
아삭아삭한 모양,positive,1
아삭하다,positive,1
아쉬움 없이,positive,1
아주 가깝게,positive,1
아주 가깝다,positive,1
아주 고요해짐,positive,1
아주 공평하여,positive,1
아주 늘씬한,positive,1
아주 매끄럽다,positive,1
아주 밝고,positive,1
아주 부드럽고,positive,1
아주 쉽다,positive,1
아주 예사롭게,positive,1
안구 정화,positive,1
안도,positive,1
안도감,positive,1
안도하다,positive,1
안락,positive,1
안락하게,positive,1
안락하게 지내는,positive,1
안락하게 지내도록,positive,1
안락하다,positive,1
안목,positive,1
안심,positive,1
