word,label,y
강탈하다,negative,-1
강한 비판이나,negative,-1
개짓하다,negative,-1
거만스럽게,negative,-1
거만을,negative,-1
거만을 떠는,negative,-1
거만을 떨다,negative,-1
거만하게,negative,-1
거만하게 행동하는,negative,-1
거만하게 행동하다,negative,-1
거만하고,negative,-1
거만하다,negative,-1
거만한 태도로,negative,-1
거부감,negative,-1
거부하거나,negative,-1
거북스럽게,negative,-1
거북스럽게 저는,negative,-1
거북스럽게 절다,negative,-1
거북하거나,negative,-1
거북하거나 괴로움,negative,-1
거북하거나 괴롭다,negative,-1
거북하거나 더럽고,negative,-1
거북하게,negative,-1
거북하고,negative,-1
거북하고 불편한,negative,-1
거북하고 주체스럽게,negative,-1
거북하다,negative,-1
거북한,negative,-1
거북한 모양,negative,-1
거북한 상태로,negative,-1
거북한 소리가,negative,-1
거북할,negative,-1
거북할 만큼,negative,-1
거슬려 불쾌하다,negative,-1
거절하거나,negative,-1
거절하거나 싫다는,negative,-1
거절하다,negative,-1
거짓,negative,-1
거짓말,negative,-1
거친,negative,-1
거친 데가,negative,-1
거친 말로,negative,-1
거친 모양,negative,-1
거친 목소리로,negative,-1
거친 성질이나,negative,-1
거친 소리가,negative,-1
거칠거나 사납게,negative,-1
거칠게,negative,-1
거칠게 나는,negative,-1
거칠게 말다툼하다,negative,-1
거칠게 말함,negative,-1
거칠게 몰아쉬는,negative,-1
거칠게 몰아쉬다,negative,-1
거칠게 소리가,negative,-1
거칠게 쉬는,negative,-1
거칠게 울려,negative,-1
거칠게 일다,negative,-1
거칠게 잇따라,negative,-1
거칠게 행동하다,negative,-1
거칠고,negative,-1
거칠고 가쁘게,negative,-1
거칠고 격한,negative,-1
거칠고 깔끄럽게,negative,-1
거칠고 껄끄럽게,negative,-1
거칠고 나쁘다,negative,-1
거칠고 무뚝뚝하다,negative,-1
거칠고 사나우며,negative,-1
거칠고 세차다,negative,-1
거칠고 심하다,negative,-1
거칠고 험하게,negative,-1
거칠고 험한,negative,-1
거칠다,negative,-1
거칠면서,negative,-1
거칠면서 가쁘고,negative,-1
거칠어져,negative,-1
걱정,negative,-1
걱정이나 언짢은,negative,-1
건강에 해로운,negative,-1
건방져,negative,-1
건방지게,negative,-1
건방지게 행동하다,negative,-1
건방지네,negative,-1
건방지다,negative,-1
건방지며,negative,-1
건방짐,negative,-1
검사에 불합격한,negative,-1
겁에 지리다,negative,-1
겁에 질려,negative,-1
겁에 질려서,negative,-1
겁에 질리거나,negative,-1
겁이 많고,negative,-1
겁이 많다,negative,-1
겁이 많아,negative,-1
겁이 많은,negative,-1
겁이 많음,negative,-1
겁쟁이,negative,-1
게걸스럽게,negative,-1
게걸스럽게 돌아다니는,negative,-1
게걸스럽게 돌아다니다,negative,-1
게을러빠지다,negative,-1
게을러터지다,negative,-1
격노,negative,-1
격노하다,negative,-1
격분,negative,-1
격분하다,negative,-1
격하게,negative,-1
격하게 되다,negative,-1
격하시키다,negative,-1
격한,negative,-1
격한 감정이,negative,-1
격한 기운이,negative,-1
격한 느낌이,negative,-1
견디기 어렵게,negative,-1
견디기가 어려울,negative,-1
견딜 수 없는,negative,-1
결딴날,negative,-1
결딴날 듯이,negative,-1
결석,negative,-1
결석하다,negative,-1
결핍,negative,-1
결핍증,negative,-1
겹거나,negative,-1
겹게,negative,-1
겹게 여기다,negative,-1
경련을 일으키다,negative,-1
경련이 일어나,negative,-1
경망스러우며 추잡하다,negative,-1
경망스럽게 내흔들거나,negative,-1
경망스럽다,negative,-1
경멸,negative,-1
경멸하다,negative,-1
경멸히,negative,-1
경멸히 여겨,negative,-1
경박스럽게 함부로,negative,-1
경상,negative,-1
경솔하고 방정맞게,negative,-1
계속 부정하다,negative,-1
계속 불평을,negative,-1
고난,negative,-1
고단하다,negative,-1
고단하여,negative,-1
고달프다,negative,-1
고도화,negative,-1
고도화되다,negative,-1
고되다,negative,-1
고생스러운,negative,-1
고생하거나 두려워하여,negative,-1
고약하게,negative,-1
고약하다,negative,-1
고약함,negative,-1
고약해서,negative,-1
고충,negative,-1
고통,negative,-1
고통스러운,negative,-1
고통스러운 상태,negative,-1
고통스러운 일이나,negative,-1
고통스럽거나,negative,-1
고통스럽게,negative,-1
고통스럽게 일함,negative,-1
고통스럽다,negative,-1
고통을,negative,-1
고통을 당하여,negative,-1
고통을 이른다,negative,-1
고통을 주다,negative,-1
고통을 주며,negative,-1
고통이,negative,-1
고통이 지속되는,negative,-1
고통이나,negative,-1
고통이나 곤란에,negative,-1
고통이나 시달림으로,negative,-1
고통이나 어려운,negative,-1
고통이라는,negative,-1
고통이라는 뜻으로,negative,-1
고한,negative,-1
곤궁하고,negative,-1
곤궁하다,negative,-1
곤혹스러운,negative,-1
곤혹스럽다,negative,-1
골골 앓아서,negative,-1
골나다,negative,-1
골리는,negative,-1
골리는 짓,negative,-1
골이 나게,negative,-1
곰팡이,negative,-1
공개적으로 비난하다,negative,-1
공격받다,negative,-1
공연히 미워하고,negative,-1
공포,negative,-1
공포나 긴장으로,negative,-1
공포증,negative,-1
과음,negative,-1
과장되다,negative,-1
과장된,negative,-1
과체중,negative,-1
관절염,negative,-1
괄시,negative,-1
괄시하다,negative,-1
괘씸하고 얄미운,negative,-1
괘씸하고 얄밉다,negative,-1
괘씸한,negative,-1
괘씸한 데가,negative,-1
괴로운,negative,-1
괴로운 느낌,negative,-1
괴로운 느낌을,negative,-1
괴로운 모양,negative,-1
괴로운 상태가,negative,-1
괴로운 상태로,negative,-1
괴로운 상태에,negative,-1
괴로울,negative,-1
괴로울 때에,negative,-1
괴로움,negative,-1
괴로움과,negative,-1
괴로움과 아픔,negative,-1
괴로움을,negative,-1
괴로움을 가져오며,negative,-1
괴로움을 느끼다,negative,-1
괴로움이나,negative,-1
괴로워,negative,-1
괴로워하는,negative,-1
괴로워하는 모양이나,negative,-1
괴로워하다,negative,-1
괴로워하며,negative,-1
괴롭거나,negative,-1
괴롭거나 성가시다,negative,-1
괴롭게,negative,-1
괴롭게 내는,negative,-1
괴롭게 되다,negative,-1
괴롭게 소리를,negative,-1
괴롭게 여기다,negative,-1
괴롭고,negative,-1
괴롭고 귀찮게,negative,-1
괴롭고 귀찮다,negative,-1
괴롭고 아픈,negative,-1
괴롭다,negative,-1
괴롭히거나,negative,-1
괴롭히거나 못살게,negative,-1
괴롭히는,negative,-1
괴롭히는 일,negative,-1
괴롭히는 짓을,negative,-1
괴롭히다,negative,-1
괴멸,negative,-1
괴멸되다,negative,-1
괴멸하다,negative,-1
괴사가,negative,-1
괴사가 일어난,negative,-1
괴상하고,negative,-1
괴상한,negative,-1
괴상한 데가,negative,-1
괴상한 일,negative,-1
괴이하게,negative,-1
괴이하게 여기다,negative,-1
구슬프고 쓸쓸한,negative,-1
구역날,negative,-1
구역날 듯하다,negative,-1
구역이 나려는,negative,-1
구역질,negative,-1
구역질나는,negative,-1
구역질나다,negative,-1
구역질을,negative,-1
구역질을 하는,negative,-1
구역질이,negative,-1
구역질이 나는,negative,-1
구역질이 나다,negative,-1
구역질이 나서,negative,-1
구역질하다,negative,-1
구차스러운,negative,-1
구차스러운 짓을,negative,-1
구차스럽게,negative,-1
구차스럽게 구는,negative,-1
구차스럽게 굴다,negative,-1
구차하여,negative,-1
굴욕,negative,-1
굴욕감,negative,-1
굴욕을,negative,-1
굴욕을 당하거나,negative,-1
굴욕을 당하여,negative,-1
굴욕적,negative,-1
굼뜨고 거추장스럽게,negative,-1
굼뜨고 게으르게,negative,-1
굼뜨고 좀스럽게,negative,-1
굽신,negative,-1
굽신거리다,negative,-1
굽신굽신,negative,-1
굽신굽신하다,negative,-1
굽신대다,negative,-1
굽신하다,negative,-1
굽실,negative,-1
굽실거리다,negative,-1
굽실굽실,negative,-1
굽실굽실하다,negative,-1
굽실대다,negative,-1
굽실하다,negative,-1
굽혀서 산다는,negative,-1
궁상스러운,negative,-1
궁상스러운 모양,negative,-1
궁상스럽다,negative,-1
궁색하게,negative,-1
궁색하다,negative,-1
궁색하여,negative,-1
궁핍하다,negative,-1
궁핍히,negative,-1
궁하고,negative,-1
궁하다,negative,-1
귀양을 보내던,negative,-1
귀양이 보내어지다,negative,-1
귀찮고 성가시다,negative,-1
귀찮아하도록 성가시게,negative,-1
귀찮은,negative,-1
그대로 설사하는,negative,-1
그른,negative,-1
그른 짓을,negative,-1
그릇되거나,negative,-1
그릇되게,negative,-1
그릇되게 하는,negative,-1
그릇되게 하다,negative,-1
그릇되다,negative,-1
그릇된,negative,-1
그릇된 방향으로,negative,-1
그릇된 일을,negative,-1
그릇된 짓을,negative,-1
그와 이별하다,negative,-1
극혐,negative,-1
근심이나 걱정이,negative,-1
근심하거나 안타까워,negative,-1
금지되다,negative,-1
금지된 물건을,negative,-1
금지하는 말과,negative,-1
금지하려,negative,-1
금지하려 할,negative,-1
금지함,negative,-1
급성 염증,negative,-1
급성 위장염의,negative,-1
급작스럽게 화를,negative,-1
기능 장애로,negative,-1
기만하다,negative,-1
기분 나쁠,negative,-1
기분을 나쁘게,negative,-1
기분이 나쁘거나,negative,-1
기분이 상하다,negative,-1
기운 없이,negative,-1
기운이 다하여,negative,-1
기운이 빠져,negative,-1
기운이 빠져서,negative,-1
기운이 쇠약하여,negative,-1
기운이 없거나,negative,-1
기운이 없고,negative,-1
기운이 없는,negative,-1
기운이 없다,negative,-1
기운이 없어,negative,-1
기운이 없어지고,negative,-1
기운이 없이,negative,-1
기운이나 의욕 따위가 없이,negative,-1
기절하듯이,negative,-1
기절하듯이 쓰러지다,negative,-1
기절할,negative,-1
기절할 듯이,negative,-1
기죽다,negative,-1
기준에 어긋나,negative,-1
기피되어 따돌림을,negative,-1
기피하여 따돌리거나,negative,-1
길이 막막하게,negative,-1
길이 막막하다,negative,-1
깊이 근심함,negative,-1
깊이 슬퍼하다,negative,-1
깊이 슬퍼함,negative,-1
까마득하다,negative,-1
까마아득하게,negative,-1
까무러질,negative,-1
까무러질 듯하다,negative,-1
까무러질 듯한,negative,-1
까무러칠,negative,-1
까무러칠 듯,negative,-1
까무러칠 듯이,negative,-1
까무러칠 듯하게,negative,-1
까무러칠 듯하다,negative,-1
까무러칠 듯한,negative,-1
깎아내려 헐뜯음,negative,-1
깔깔하며 거북하고,negative,-1
깔보면서 놀리다,negative,-1
깔보아 업신여기다,negative,-1
깔보아 업신여김,negative,-1
깜찍스럽게 지껄이며,negative,-1
꺼려지거나,negative,-1
꺼리는,negative,-1
꺼리는 날,negative,-1
꺼리는 마음으로,negative,-1
꺼리다,negative,-1
꺼리어,negative,-1
꺼리어 피하거나,negative,-1
꺼린다,negative,-1
꺼림,negative,-1
꺼림칙하고,negative,-1
꺼림칙하여,negative,-1
꺼림칙해,negative,-1
꺼림칙해 보일,negative,-1
꼬이거나,negative,-1
꼬이거나 틀어지다,negative,-1
꼴사나운,negative,-1
꼴사납게,negative,-1
꼴사납게 우는,negative,-1
꼴사납다,negative,-1
꽉 막힌,negative,-1
꾸짖어 혼쭐을,negative,-1
꿉신대다,negative,-1
끔살,negative,-1
끔직하고,negative,-1
끔직하고 절망적이다,negative,-1
끔찍하게,negative,-1
끔찍하다,negative,-1
끔찍한,negative,-1
끔찍한 느낌,negative,-1
끔찍한 느낌이,negative,-1
끔찍함,negative,-1
끝나는 사랑,negative,-1
끝내 패가망신한다는,negative,-1
끝장이 나다,negative,-1
끼치도록 무섭고,negative,-1
나가자빠지는,negative,-1
나가자빠지는 모양,negative,-1
나무라며 못마땅하게,negative,-1
나빠지게,negative,-1
나빠지게 하다,negative,-1
나빠지다,negative,-1
나빠지도록,negative,-1
나빠진,negative,-1
나빠진 모양,negative,-1
나쁘거나,negative,-1
나쁘거나 궂게,negative,-1
나쁘거나 궂다,negative,-1
나쁘게,negative,-1
나쁘게 되다,negative,-1
나쁘게 만들다,negative,-1
나쁘게 말하여,negative,-1
나쁘고,negative,-1
나쁘다,negative,-1
나쁜,negative,-1
나쁜 기운을,negative,-1
나쁜 놈,negative,-1
나쁜 말로,negative,-1
나쁜 버릇,negative,-1
나쁜 생각을,negative,-1
나쁜 일,negative,-1
나쁜 일을,negative,-1
나쁜 짓을,negative,-1
나쁜 징조의,negative,-1
나쁜 처지로,negative,-1
나쁜 흉계,negative,-1
나쁜놈,negative,-1
나쁠,negative,-1
나쁠 정도로,negative,-1
나타나는 불쾌한,negative,-1
나태하다,negative,-1
나태한,negative,-1
낙담,negative,-1
낙담하다,negative,-1
낙망,negative,-1
낙망하다,negative,-1
낙심,negative,-1
낙심되다,negative,-1
낙심하다,negative,-1
난잡스러운,negative,-1
난잡스러운 짓,negative,-1
난잡하다,negative,-1
난잡한,negative,-1
난잡한 상태가,negative,-1
난처하거나,negative,-1
난처하고,negative,-1
난폭하거나,negative,-1
난폭하거나 주책없는,negative,-1
난폭한 행위로,negative,-1
난하다,negative,-1
날카롭고 격하게,negative,-1
남에게 복종하면서,negative,-1
남에게 억지로,negative,-1
남에게 폐를,negative,-1
남용하다,negative,-1
남을 괴롭히는,negative,-1
남을 굴복시킴,negative,-1
남을 깎아내리기,negative,-1
남을 낮추어,negative,-1
남을 낮추어 보듯이,negative,-1
남을 멸시하거나,negative,-1
남을 못살게,negative,-1
남을 성가시게,negative,-1
남을 업신여기는,negative,-1
남을 조롱하거나,negative,-1
남을 해치려다가,negative,-1
남을 헐뜯고,negative,-1
남을 헐뜯다,negative,-1
남을 헐뜯어,negative,-1
남을 헐뜯으려고,negative,-1
남을 헐뜯음,negative,-1
남의 어리석은,negative,-1
남이 병들거나,negative,-1
납치,negative,-1
낭비 된,negative,-1
낭비된,negative,-1
낭패,negative,-1
낮잡는,negative,-1
낮잡는 뜻으로,negative,-1
낮잡아,negative,-1
낮잡아 이르는,negative,-1
낮추어,negative,-1
낮추어 보거나,negative,-1
낮추어 보듯이,negative,-1
낮추어 보아,negative,-1
낮추어 이르는,negative,-1
내거나 불평을,negative,-1
내놓기가 싫다,negative,-1
내는 성,negative,-1
내던져 버리다,negative,-1
내던져 버림,negative,-1
내버려지다,negative,-1
내버리거나,negative,-1
내숭스럽고 거칠다,negative,-1
내용이 못마땅하거나,negative,-1
내쫓기다,negative,-1
내쫓김을 당하다,negative,-1
내쫓는,negative,-1
내쫓는 일,negative,-1
내쫓다,negative,-1
내쫓아,negative,-1
냉담한,negative,-1
냉랭하거나,negative,-1
냉랭하고,negative,-1
냉랭하며,negative,-1
너무 더디거나,negative,-1
너무 볼품없이,negative,-1
너무 쇠약해지거나,negative,-1
너무 예민하거나,negative,-1
너무 지나치거나,negative,-1
너무하다,negative,-1
너절하게,negative,-1
너절하다,negative,-1
너절한,negative,-1
너절한 상태,negative,-1
너절한 상태이다,negative,-1
넌더리가,negative,-1
넌더리가 날,negative,-1
넌씨눈,negative,-1
노답,negative,-1
노략질하는,negative,-1
노략질하는 짓을,negative,-1
노략질함을,negative,-1
노여운,negative,-1
노여운 감정이,negative,-1
노여움,negative,-1
노여움 따위를,negative,-1
노여움을,negative,-1
노여움을 나타내다,negative,-1
노엽거나,negative,-1
노엽거나 언짢은,negative,-1
노예,negative,-1
노하여,negative,-1
노하여 화증,negative,-1
노한다,negative,-1
노함,negative,-1
녹이 심하게,negative,-1
놀라거나 두려워서,negative,-1
놀라거나 떪,negative,-1
놀라거나 무서워,negative,-1
놀라거나 불안하여,negative,-1
놀라거나 슬퍼서,negative,-1
놀라거나 아파서,negative,-1
놀라거나 어색한,negative,-1
놀랍거나 언짢아서,negative,-1
놀리다 비아냥대다,negative,-1
놀림조,negative,-1
놀림조로,negative,-1
놀림조로 이르는,negative,-1
농락하여,negative,-1
농지거리를,negative,-1
농지거리를 하다,negative,-1
뇌의 장애로,negative,-1
뇌종양,negative,-1
뇌진탕,negative,-1
뇌출혈,negative,-1
뇌타박상,negative,-1
눈꼴 사납게,negative,-1
눈꼴사납게,negative,-1
눈꼴사납고,negative,-1
눈꼴사납다,negative,-1
눈물겹다,negative,-1
눈물을 흘리다,negative,-1
눈물이 넘칠듯이,negative,-1
눈물이 많이,negative,-1
눈물이 좔좔,negative,-1
눈알을 경망스럽게,negative,-1
눈에 거슬리다,negative,-1
눌러 없애다,negative,-1
느개비,negative,-1
느글거리는,negative,-1
느글거리는 모양,negative,-1
느글거리다,negative,-1
느글대다,negative,-1
느금마,negative,-1
느끼는 고통,negative,-1
느끼하다,negative,-1
느끼해지는 모양,negative,-1
느끼해지다,negative,-1
늘 앓거나,negative,-1
늙은이를 낮잡아,negative,-1
능력이 없는,negative,-1
능력이 없다,negative,-1
능력이 없어지다,negative,-1
능력이 없이,negative,-1
다루기가 거북하고,negative,-1
다소 건방지게,negative,-1
다소 비굴하게,negative,-1
다치게 하다,negative,-1
다치게 함,negative,-1
다치게 함으로써,negative,-1
다침,negative,-1
다투거나,negative,-1
다투거나 우기다,negative,-1
다투는,negative,-1
다투는 것을,negative,-1
다투는 모양,negative,-1
다투는 소리,negative,-1
다투다,negative,-1
다툼을,negative,-1
닦달하거나,negative,-1
단단히 꾸짖어,negative,-1
답답하고 갑갑한,negative,-1
답답하고 분한,negative,-1
답답하고 분함,negative,-1
답답하고 안타깝게,negative,-1
당하거나 배척되다,negative,-1
당한 고통을,negative,-1
당황한,negative,-1
대드는 짓,negative,-1
대들다,negative,-1
대상을 무서워하여,negative,-1
대상을 위협하기,negative,-1
더러운,negative,-1
더러운 데가,negative,-1
더러운 도랑이라는,negative,-1
더러운 때에,negative,-1
더러운 모양,negative,-1
더러운 무리,negative,-1
더러운 점,negative,-1
더러움,negative,-1
더러워,negative,-1
더러워져서,negative,-1
더러워지거나,negative,-1
더러워지다,negative,-1
더러워진,negative,-1
더러워진 상태,negative,-1
더러워진 옷,negative,-1
더럽게,negative,-1
더럽게 꼴로,negative,-1
더럽게 생각하고,negative,-1
더럽게 아첨을,negative,-1
더럽게 여겨져,negative,-1
더럽고,negative,-1
더럽고 궁상스러운,negative,-1
더럽고 치사하여,negative,-1
더럽다,negative,-1
더럽혀서,negative,-1
더럽혀진,negative,-1
더럽혀진 물,negative,-1
더럽히는,negative,-1
더럽히는 일을,negative,-1
더럽히는 짓을,negative,-1
더럽히다,negative,-1
더부룩이,negative,-1
더부룩하고,negative,-1
더부룩하다,negative,-1
더욱 심해지는,negative,-1
더위에 괴로워하는,negative,-1
덤벼들어,negative,-1
덤비거나,negative,-1
덤비는 짓을,negative,-1
덤비다,negative,-1
덩이가 볼품없이,negative,-1
도둑을 맞은,negative,-1
도둑질하다,negative,-1
도둑질한,negative,-1
도리가 없다,negative,-1
도리가 없이,negative,-1
도리에 어그러지고,negative,-1
도리에 어긋남에도,negative,-1
도박에서 져서,negative,-1
도중에 실패로,negative,-1
독,negative,-1
독 작용,negative,-1
독사,negative,-1
독살스러운,negative,-1
독살스러운 데가,negative,-1
독이,negative,-1
독차지함,negative,-1
독하거나,negative,-1
독한,negative,-1
독한 냄새,negative,-1
돈을 빼앗기거나,negative,-1
돈을 축냄,negative,-1
돌겠네,negative,-1
돌과 같은 머리라는,negative,-1
동작이 거칠게,negative,-1
되는 서러운,negative,-1
되는대로 지껄이다,negative,-1
되는대로 팽개치다,negative,-1
되바라지게,negative,-1
되바라지게 행동하는,negative,-1
되바라지게 행동하다,negative,-1
되지 못하다,negative,-1
되지못한,negative,-1
되지못한 소리로,negative,-1
되지못한 희떠운,negative,-1
두려운,negative,-1
두려운 마음을,negative,-1
두려운 마음이,negative,-1
두려운 인물이,negative,-1
두려움,negative,-1
두려움 따위를,negative,-1
두려움으로,negative,-1
두려움을,negative,-1
두려움을 주는,negative,-1
두려움이나,negative,-1
두려워,negative,-1
두려워서,negative,-1
두려워서 몸을,negative,-1
두려워하는,negative,-1
두려워하는 병,negative,-1
두려워하여,negative,-1
두려워하여 경계하는,negative,-1
두려워함,negative,-1
두렵거나,negative,-1
두렵거나 무서워,negative,-1
두렵거나 싫어서,negative,-1
두렵거나 춥거나,negative,-1
두렵거나 흥분,negative,-1
두렵고,negative,-1
두렵고 무서움,negative,-1
두렵다,negative,-1
두창을,negative,-1
두창을 앓을,negative,-1
두통,negative,-1
둔하고 미련한,negative,-1
뒤끓다,negative,-1
뒤떨어져,negative,-1
뒤떨어지거나,negative,-1
뒤떨어지거나 모자라다,negative,-1
뒤떨어지거나 못하다,negative,-1
뒤지어 훔치다,negative,-1
뒤틀리다,negative,-1
뒤틀리어서,negative,-1
듣기 거북하게,negative,-1
듣기 거북한,negative,-1
듣기 싫게,negative,-1
듣기 싫도록,negative,-1
듣기 싫은,negative,-1
들끓다,negative,-1
들볶거나 번거롭게,negative,-1
들어 앓는,negative,-1
들지 아니하거나,negative,-1
들지 아니하여,negative,-1
들추어내어 일러바치다,negative,-1
따돌리거나 멀리함,negative,-1
따돌림을,negative,-1
따돌림을 당하거나,negative,-1
따돌림을 당하여,negative,-1
따르지 않고,negative,-1
따위가 성가시고,negative,-1
따위를 아프고,negative,-1
따지며 싸우다,negative,-1
딱딱한 말씨로,negative,-1
딱하고,negative,-1
딱하고 불쌍하게,negative,-1
딱하다,negative,-1
딱하여,negative,-1
딱한,negative,-1
딱한 사정에,negative,-1
딱한 일을,negative,-1
딱한 형편을,negative,-1
딱한 형편이,negative,-1
딱함,negative,-1
때가 찌들어서,negative,-1
때려 죽여서,negative,-1
떠벌리다,negative,-1
떡실신,negative,-1
떳떳하지 못하거나,negative,-1
떳떳하지 못하게,negative,-1
떳떳하지 못하다,negative,-1
떳떳하지 못하여,negative,-1
떳떳하지 못한,negative,-1
또는 슬프게,negative,-1
또라이,negative,-1
똥꼬충,negative,-1
뜻대로 되지 아니하거나,negative,-1
뜻대로 되지 아니하여,negative,-1
뜻대로 되지 않아,negative,-1
뜻대로 안 되거나,negative,-1
뜻으로 두려워서,negative,-1
뜻이 맞지 아니하여,negative,-1
띠꾸,negative,-1
마구 가두거나,negative,-1
마구 내버리거나,negative,-1
마구 다그치다,negative,-1
마구 들볶다,negative,-1
마구 때림을,negative,-1
마구 떠들거나,negative,-1
마구 떠들어,negative,-1
마구 죄어들거나,negative,-1
마구 죽이는,negative,-1
마구 죽이는 일,negative,-1
마구 죽임을,negative,-1
마구 지껄이는,negative,-1
마구 쳐부수는,negative,-1
마구 헐뜯는,negative,-1
마구 헝클어지거나,negative,-1
마구 화풀이를,negative,-1
마땅하지 않은,negative,-1
마비되는,negative,-1
마비되는 병증,negative,-1
마음속이 답답하여,negative,-1
마음에 근심이,negative,-1
마음에 들지 아니하다,negative,-1
마음에 들지 아니하여,negative,-1
마음에 들지 아니하여서,negative,-1
마음에 들지 않거나,negative,-1
마음에 들지 않다,negative,-1
마음에 들지 않아,negative,-1
마음에 멍이 들거나,negative,-1
마음에 못마땅하거나,negative,-1
마음에 못마땅하여,negative,-1
마음에 못마땅할,negative,-1
마음에 미안하게,negative,-1
마음에 미안하고,negative,-1
마음에 미안하다,negative,-1
마음에 미안함,negative,-1
마음에 안 들거나,negative,-1
마음에 언짢고,negative,-1
마음에 언짢아서,negative,-1
마음으로 근심함,negative,-1
마음으로 좀스럽게,negative,-1
마음을 놓을 수 없게,negative,-1
마음을 상하게,negative,-1
마음의 괴로움과,negative,-1
마음이 거북하다,negative,-1
마음이 괴로운,negative,-1
마음이 괴롭고,negative,-1
마음이 구슬퍼질,negative,-1
마음이 답답하고,negative,-1
마음이 맞지 아니하여,negative,-1
마음이 몹시 상함,negative,-1
마음이 무거워지다,negative,-1
마음이 불안하거나,negative,-1
마음이 불안하게,negative,-1
마음이 불안하다,negative,-1
마음이 불안한,negative,-1
마음이 불편하고,negative,-1
마음이 불편하여,negative,-1
마음이 상하게,negative,-1
마음이 상하다,negative,-1
마음이 상함,negative,-1
마음이 서운하거나,negative,-1
마음이 슬프다,negative,-1
마음이 쓰리고,negative,-1
마음이 아프고,negative,-1
마음이 아프다,negative,-1
마음이 아픈,negative,-1
마음이 아플,negative,-1
마음이 안타깝거나,negative,-1
마음이 안타깝게,negative,-1
마음이 언짢게,negative,-1
마음이 언짢고,negative,-1
마음이 언짢아서,negative,-1
마음이 언짢아지다,negative,-1
마음이 우울하게,negative,-1
마음이 조급하여,negative,-1
마음이 좁고,negative,-1
마음이 좁아,negative,-1
마음이 지치어,negative,-1
마음이 초조하고,negative,-1
마음이 초조하고 불안하다,negative,-1
마음이 초조한,negative,-1
마음이 초초하고,negative,-1
마이너스,negative,-1
막되게,negative,-1
막되게 행동하다,negative,-1
막되다,negative,-1
막되어,negative,-1
막막하게,negative,-1
막막하다,negative,-1
막연하다,negative,-1
막혀,negative,-1
막히는,negative,-1
막히는 것을,negative,-1
막히는 모양,negative,-1
막히는 장애물을,negative,-1
막히다,negative,-1
막힌 듯이,negative,-1
많이 무질서하게,negative,-1
많이 상하다,negative,-1
많이 상해서,negative,-1
말다툼하다,negative,-1
말대꾸하다,negative,-1
말대답을,negative,-1
말대답을 하며,negative,-1
말라죽은,negative,-1
말라죽을,negative,-1
말라죽을 꼴로,negative,-1
말에 부정하여,negative,-1
말을 부정하며,negative,-1
말을 함부로,negative,-1
말이 버릇없고,negative,-1
망상,negative,-1
망신,negative,-1
망신스러운,negative,-1
망신스러운 일을,negative,-1
망치는 짓을,negative,-1
망치다,negative,-1
망하는,negative,-1
망하는 때,negative,-1
망하다,negative,-1
망할,negative,-1
망할 꼴로,negative,-1
맞갖지 않게,negative,-1
맞갖지 않다,negative,-1
맞추기 힘들,negative,-1
맞추기 힘들 만큼,negative,-1
매독,negative,-1
매독균의,negative,-1
매독균의 침입으로,negative,-1
매로 때리는,negative,-1
매몰차게,negative,-1
매몰차고,negative,-1
매섭게 공격하다,negative,-1
매섭게 독하거나,negative,-1
매스껍고,negative,-1
매슥매슥하여,negative,-1
매우 가난하여,negative,-1
